0.1232	87.3362
0.2573	94.518
0.3598	100.806
0.4828	83.4028
0.5964	90.4977
0.6976	101.729
0.8268	79.1766
0.9471	85.1789
1.0688	84.0336
1.2149	69.7837
1.3194	98.2318
1.4177	104.384
1.4762	178.571
1.5862	92.9368
1.7401	66.0066
1.8794	73.2064
1.9956	88.0282
2.1153	85.2515
2.2736	64.2261
2.3432	149.031
2.4576	89.2857
20.9483	0.540886
21.0327	160.256
21.0812	218.818
21.1547	141.643
21.2675	90.8265
21.3502	124.844
21.4568	96.1538
21.5583	101.112
21.6526	109.17
21.8014	68.6342
21.9269	81.367
22.0123	120.773
22.2068	80.6452
22.3547	68.918
22.4776	83.1255
22.5971	85.6898
22.7205	82.713
22.8306	93.1099
22.916	121.065
23.0645	68.5401
23.2013	74.5712
30.2616	1.41691
30.3698	106.496
30.4676	106.157
30.5201	200.803
30.5632	246.914
30.658	108.46
30.7366	131.752
30.7916	190.84
30.889	105.374
31.004	88.968
31.0971	110.619
31.1841	118.483
31.305	84.5309
31.4127	95.1475
31.5486	75.0188
31.6744	81.1688
31.8089	76.0456
31.9333	82.2368
32.062	79.3021
32.1542	111.607
32.2229	151.515
155.905	0.0808542
155.994	157.729
156.132	86.3558
156.234	100.806
156.31	135.87
156.444	76.5697
156.603	64.8508
156.713	93.0233
156.776	167.224
156.895	85.8369
157.039	70.373
157.165	82.713
157.315	69.3963
157.424	93.985
157.538	89.4454
157.62	126.582
157.694	142.857
157.792	104.167
157.909	87.26
158.012	99.2063
158.09	132.1
165.03	1.44144
165.077	301.205
165.175	105.152
165.203	389.105
165.226	483.092
165.312	118.343
165.412	102.459
165.497	120.773
165.555	179.533
165.655	101.833
165.739	121.803
165.844	97.4659
165.945	101.112
166.014	149.254
166.147	86.881
166.253	96.0615
166.373	84.9618
166.484	92.4214
166.594	92.2509
166.676	125.628
166.813	75.1315
173.477	1.50107
173.536	222.222
173.563	413.223
173.68	87.4126
173.777	106.496
173.905	79.3021
174.017	91.659
174.136	85.9845
174.248	91.1577
174.361	90.4977
174.46	102.881
174.526	157.729
174.632	99.3049
174.715	124.224
174.767	200.401
174.861	108.814
174.974	90.4977
175.093	85.4701
175.227	75.5287
175.353	80.8407
175.492	73.5835
327.117	0.0659531
327.158	358.423
327.196	279.33
327.312	87.6424
327.396	124.378
327.51	101.626
327.559	219.78
327.635	135.135
327.751	87.3362
327.864	90.5797
327.987	83.1947
328.145	64.0205
328.222	135.135
328.334	90.6618
328.437	99.7009
328.564	80.0641
328.655	112.108
328.746	112.994
328.857	91.8274
328.934	134.59
329.052	86.0585
347.383	0.545607
347.43	290.698
347.528	104.932
347.648	84.674
347.751	99.5025
347.864	90.5797
347.947	123.305
348.069	84.0336
348.175	96.6184
348.286	91.5751
348.325	273.224
348.413	116.822
348.536	82.6446
348.649	90.3342
348.785	74.4602
348.91	81.367
349.02	107.991
349.15	78.6782
349.225	137.174
349.362	74.4048
349.486	82.2368
369.021	0.511944
369.118	115.34
369.172	197.239
369.269	105.152
369.362	110.375
369.442	128.866
369.488	228.833
369.594	95.8773
369.696	100.604
369.792	106.61
369.845	197.628
369.943	103.842
370.03	117.647
370.14	93.3707
370.213	141.443
370.332	85.6898
370.421	114.679
370.509	116.959
370.579	147.493
370.701	83.682
370.816	88.2613
588.511	0.0459363
588.548	392.157
588.63	126.263
588.754	82.3723
588.849	107.527
588.901	202.429
589.012	91.5751
589.152	80.5802
589.234	124.224
589.344	93.1099
589.438	109.89
589.574	74.4602
589.684	93.0233
589.811	80.0641
589.928	87.26
589.988	172.414
590.109	84.0336
590.209	101.833
590.337	79.4913
590.446	93.7207
590.549	99.5025
597.341	1.47299
597.447	104.822
597.513	159.236
597.584	147.059
597.697	89.6057
597.781	122.399
597.857	137.552
597.955	103.306
598.05	108.108
598.096	227.79
598.193	105.263
598.3	95.7854
598.416	88.1834
598.511	107.643
598.638	80.3859
598.734	106.157
598.822	117.233
598.924	99.8004
598.998	180.18
599.092	109.649
599.214	83.1947
605.841	1.50953
605.948	104.058
606.032	122.85
606.085	199.203
606.184	102.669
606.293	93.7207
606.376	124.378
606.499	82.9187
606.604	97.561
606.681	134.59
606.795	88.8889
606.892	105.932
606.996	98.4252
607.096	101.729
607.212	88.0282
607.299	118.203
607.407	94.8767
607.533	80.9061
607.648	88.4956
607.719	147.059
607.76	257.069
792.744	0.0540592
792.829	138.889
792.94	92.3361
793.041	101.01
793.105	161.29
793.228	83.1255
793.325	105.82
793.414	115.34
793.516	99.8004
793.657	101.215
793.703	223.714
793.786	125.156
793.911	80.8407
794.002	113.379
794.075	141.844
794.183	94.3396
794.31	80.4505
794.428	86.2069
794.54	91.4913
794.649	92.9368
794.73	128.535
801.126	1.56394
801.185	202.02
801.223	284.091
801.319	106.157
801.403	123.916
801.502	103.306
801.586	122.1
801.656	148.148
801.744	117.233
801.834	113.122
801.937	99.2063
802.045	95.057
802.157	90.9918
802.215	179.533
802.328	90.2527
802.447	85.2515
802.56	90.6618
802.673	89.9281
802.801	79.9361
802.918	87.0322
803.045	90.4159
809.508	1.54796
809.545	362.319
809.609	163.399
809.713	98.1354
809.785	144.3
809.926	72.2022
809.987	169.205
810.081	108.578
810.162	126.582
810.26	104.712
810.377	87.6424
810.435	177.936
810.533	104.275
810.643	92.8505
810.732	115.207
810.838	96.5251
810.891	196.464
810.998	95.3289
811.111	90.2527
811.194	123.609
811.286	112.233
1073.48	0.0381402
1073.53	286.533
1073.65	84.4595
1073.77	83.8223
1073.88	90.009
1073.98	106.952
1074.07	107.759
1074.17	108.225
1074.22	222.717
1074.29	131.752
1074.4	105.485
1074.46	187.266
1074.56	102.669
1074.63	149.925
1074.66	323.625
1074.75	113.766
1074.84	117.096
1074.9	160
1075.02	88.8889
1075.12	101.523
1075.22	99.4036
1081.92	1.49309
1081.98	228.311
1082.04	156.74
1082.1	178.253
1082.21	95.1475
1082.3	112.486
1082.39	116.414
1082.5	88.3392
1082.64	74.6826
1082.77	77.0416
1082.83	183.486
1082.97	74.239
1083.07	94.8767
1083.19	91.7431
1083.31	79.7448
1083.37	173.31
1083.48	100.705
1083.62	69.541
1083.79	59.1716
1083.86	144.509
1084.02	64.8088
1111.53	0.363583
1111.65	106.383
1111.74	112.994
1111.83	109.529
1111.96	81.5661
1112.05	107.991
1112.14	124.533
1112.24	93.2836
1112.31	158.983
1112.4	113.507
1112.49	114.548
1112.55	171.527
1112.65	107.411
1112.75	97.0874
1112.85	99.9001
1112.95	107.643
1113.02	146.199
1113.07	220.751
1113.15	125.786
1113.21	158.73
1113.32	92.6784
1476.47	0.0275375
1476.56	120.482
1476.68	90.1713
1476.78	95.511
1476.84	171.821
1476.93	114.679
1477.05	88.0282
1477.13	122.85
1477.23	106.045
1477.35	82.3045
1477.45	108.578
1477.57	81.0373
1477.7	91.4077
1477.78	120.337
1477.92	74.6269
1477.98	160.772
1478.1	90.8265
1478.22	86.4304
1478.32	101.112
1478.41	106.724
1478.51	102.775
1485.55	1.42142
1485.61	182.482
1485.65	306.748
1485.73	122.399
1485.85	91.1577
1485.95	98.912
1486.71	13.224
1486.84	75.5287
1486.97	81.367
1487.1	79.1139
1487.16	174.52
1487.27	87.108
1487.37	111.235
1487.51	73.5835
1487.65	69.3001
1487.76	92.9368
1487.88	87.5657
1488.01	78.125
1488.14	77.821
1488.26	88.574
1488.37	90.9091
1496.14	1.28662
1496.2	233.1
1496.3	99.2063
1496.43	100.604
1496.53	94.2507
1496.63	106.61
1496.69	172.414
1496.77	125.628
1496.82	253.807
1496.95	72.5689
1497.06	98.5222
1497.17	92.7644
1497.3	76.9823
1497.41	100.503
1497.51	102.249
1497.61	96.2464
1497.7	111.483
1497.78	126.263
1497.88	107.643
1498	87.7963
1498.1	96.2464
1746.03	0.0403348
1746.1	182.482
1746.2	103.842
1746.31	87.0322
1746.45	75.7002
1746.55	98.5222
1746.64	115.473
1746.73	114.155
1746.83	103.627
1746.9	141.243
1747.01	96.2464
1747.12	91.7431
1747.24	81.8331
1747.34	105.042
1747.43	119.617
1747.53	111.607
1747.6	147.71
1747.71	98.2318
1747.82	91.4077
1747.92	103.093
1747.99	136.799
1754.33	1.57978
1754.37	266.667
1754.44	150.602
1754.5	170.94
1754.59	118.483
1754.69	102.987
1754.78	118.064
1754.83	215.054
1754.93	100
1755.02	117.925
1755.13	87.26
1755.18	202.429
1755.28	103.093
1755.37	119.474
1755.42	196.078
1755.58	63.857
1755.65	153.374
1755.74	111.359
1755.89	70.5219
1756.01	86.2813
1756.16	63.8978
1762.48	1.58484
1762.52	259.74
1762.57	217.391
1762.67	120.048
1762.76	105.932
1762.88	84.9618
1763	96.9932
1763.08	126.904
1763.14	180.832
1763.25	96.6184
1763.33	117.786
1763.42	121.655
1763.52	97.9432
1763.57	196.464
1763.67	106.383
1763.77	102.249
1763.88	92.6784
1763.94	164.745
1764.04	104.167
1764.16	86.1326
1764.29	79.4281
2010.31	0.0406475
2010.37	209.644
2010.47	101.729
2010.58	93.1966
2010.67	114.416
2010.73	180.18
2010.83	103.413
2010.95	85.3242
2011.08	73.7463
2011.15	156.25
2011.23	137.363
2011.29	175.439
2011.38	111.111
2011.51	75.188
2011.66	68.6813
2011.8	74.9625
2011.86	166.389
2011.97	108.932
2012.08	88.968
2012.21	84.3882
2012.33	84.1751
2019.1	1.47684
2019.16	202.429
2019.24	129.702
2019.28	295.858
2019.36	117.509
2019.49	82.2368
2019.57	130.89
2019.61	226.757
2019.7	109.89
2019.79	114.548
2019.91	90.4159
2020	117.096
2020.07	145.349
2020.18	87.9507
2020.27	111.732
2020.4	77.7605
2020.5	103.734
2020.63	82.85
2020.72	106.383
2020.78	170.358
2020.88	110.375
2027.41	1.53032
2027.45	319.489
2027.55	110.254
2027.62	133.69
2027.74	84.317
2027.86	85.1789
2027.95	114.286
2028.07	90.5797
2028.17	117.925
2028.22	213.675
2028.33	90.5797
2028.46	79.3021
2028.57	89.8473
2028.68	96.8054
2028.78	94.9668
2028.89	93.8967
2029.03	74.0741
2029.15	88.1834
2029.2	176.367
2029.31	95.8773
2029.42	92.7644
2280.64	0.0398064
2280.72	152.207
2280.83	96.2464
2280.95	88.574
2281.06	91.7431
2281.22	60.3865
2281.33	99.9001
2281.39	159.236
2281.52	82.3045
2281.64	81.103
2281.75	96.432
2281.85	98.7167
2281.91	182.815
2282.02	91.1577
2282.12	103.734
2282.25	79.1139
2282.35	100.908
2282.47	86.5801
2282.57	102.354
2282.65	154.083
2282.76	101.215
2289.49	1.48471
2289.59	116.55
2289.7	91.3242
2289.83	80.7103
2289.95	88.8099
2290.1	64.3501
2290.23	84.6024
2290.35	80.3213
2290.46	94.4287
2290.58	84.9618
2290.7	84.5309
2290.83	83.5422
2290.92	114.416
2291.06	71.0732
2291.21	68.8705
2291.27	154.799
2291.41	74.184
2291.51	101.42
2291.61	103.306
2291.68	150.83
2291.78	97.1817
2298.61	1.46585
2298.66	268.097
2298.74	117.925
2298.84	107.181
2298.95	89.6861
2299.05	107.181
2299.16	92.7644
2299.28	85.3242
2299.38	103.734
2299.48	102.775
2299.55	182.482
2299.71	63.5324
2299.84	79.1766
2299.95	93.0233
2300.05	98.3284
2300.18	79.7448
2300.27	107.875
